Name,x,y,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
59,-122.0353,43.4933,1818,2018-06,40.51,2,9.2,16.5,1.2,0.86,12.63
59,-122.0353,43.4933,1818,2018-07,0,5.7,15,24.3,1.8,3.94,24.12
59,-122.0353,43.4933,1818,2018-08,1.59,5.8,14.2,22.6,1.8,2.92,21.62
59,-122.0353,43.4933,1818,2018-09,5.05,1.8,9.6,17.4,-1.6,1.98,15.34
59,-122.0353,43.4933,1818,2018-10,79.86,-0.5,5.2,10.9,-2.9,1.49,8.62
59,-122.0353,43.4933,1818,2018-11,139.23,-3.2,0.8,4.8,-4.7,0.7,4.85
59,-122.0353,43.4933,1818,2018-12,257.19,-6.9,-3.9,-0.8,-5.7,0.19,1.16
59,-122.0353,43.4933,1818,2019-01,162.23,-5.9,-2.4,1,-6.2,0.53,2.87
59,-122.0353,43.4933,1818,2019-02,358.94,-10,-6.4,-2.8,-7.8,0.18,0.96
59,-122.0353,43.4933,1818,2019-03,92.51,-8.4,-3.1,2.3,-7.8,0.38,3.49
59,-122.0353,43.4933,1818,2019-04,243.96,-2.8,1.9,6.6,-2.1,0.36,4.75
59,-122.0353,43.4933,1818,2019-05,54.5,-1.5,5,11.6,-1.5,0.53,8.48
59,-122.0353,43.4933,1818,2019-06,18.56,1.1,8.9,16.7,0.8,0.84,13.39
59,-122.0353,43.4933,1818,2019-07,2.69,5,12.8,20.6,3.6,1.26,15.9
59,-122.0353,43.4933,1818,2019-08,33.21,6.2,14.4,22.6,4.4,1.99,19.5
59,-122.0353,43.4933,1818,2019-09,108.25,3.5,9.1,14.6,3.4,0.65,9.3
59,-122.0353,43.4933,1818,2019-10,59.09,-3.3,2,7.3,-5.5,0.98,6.6
59,-122.0353,43.4933,1818,2019-11,52.29,-4,1.2,6.4,-4.6,1.56,6.05
59,-122.0353,43.4933,1818,2019-12,124.03,-6.7,-3.5,-0.3,-4.9,0.22,1.19
59,-122.0353,43.4933,1818,2020-01,425.76,-5.1,-2.8,-0.5,-4.4,0.16,1.16
59,-122.0353,43.4933,1818,2020-02,134.48,-8.4,-3,2.5,-7.9,0.45,4.32
59,-122.0353,43.4933,1818,2020-03,130.31,-7.8,-2.5,2.7,-7.1,0.37,3.85
59,-122.0353,43.4933,1818,2020-04,92.96,-3.7,2.3,8.3,-4.4,0.47,6.39
59,-122.0353,43.4933,1818,2020-05,111.65,-1.3,5.1,11.6,-0.6,0.66,8.57
59,-122.0353,43.4933,1818,2020-06,77.87,2.2,8.5,14.9,2.3,0.89,11.18
59,-122.0353,43.4933,1818,2020-07,7.19,4.6,13.1,21.7,2.4,2.36,19.56
59,-122.0353,43.4933,1818,2020-08,1.82,5.8,14.2,22.7,3.1,2.58,22.78
59,-122.0353,43.4933,1818,2020-09,48.31,4.4,12.4,20.5,-0.5,3.09,21.67
59,-122.0353,43.4933,1818,2020-10,46.57,-0.5,6.3,13.2,-2.4,2.43,11.45
59,-122.0353,43.4933,1818,2020-11,246.96,-5.5,-1.4,2.7,-5.1,0.77,3.56
59,-122.0353,43.4933,1818,2020-12,205.91,-6.8,-3.4,0,-6.7,0.48,3.99
59,-122.0353,43.4933,1818,2021-01,175.12,-5.3,-1.8,1.6,-5.2,0.37,2.47
59,-122.0353,43.4933,1818,2021-02,249.2,-5.8,-2.5,0.8,-5.9,0.32,2.16
59,-122.0353,43.4933,1818,2021-03,101.41,-7.2,-1.6,3.9,-6.8,0.3,4.44
59,-122.0353,43.4933,1818,2021-04,19.54,-3.5,3.1,9.7,-6.8,1.06,8.62
59,-122.0353,43.4933,1818,2021-05,44.12,-0.6,5.6,11.8,-0.9,0.82,9.26
59,-122.0353,43.4933,1818,2021-06,35.16,5,12.4,19.7,4.1,1.65,17.36
59,-122.0353,43.4933,1818,2021-07,1.93,7,15.6,24.2,4.8,2.83,21.73
59,-122.0353,43.4933,1818,2021-08,1.45,7,14.4,21.8,4.6,2.07,19.03
59,-122.0353,43.4933,1818,2021-09,70.45,3.3,10.6,17.8,0.8,1.72,14.95
59,-122.0353,43.4933,1818,2021-10,94.91,-0.1,4.3,8.7,-0.3,0.61,6.2
59,-122.0353,43.4933,1818,2021-11,163.92,-2,1.4,4.8,-1.8,0.4,2.6
59,-122.0353,43.4933,1818,2021-12,274.33,-4.8,-2,0.8,-4.6,0.34,2.13
59,-122.0353,43.4933,1818,2022-01,168.85,-5.1,-0.8,3.4,-7,0.87,3.94
59,-122.0353,43.4933,1818,2022-02,56.85,-7.1,-1.6,3.9,-8.3,0.74,5.22
59,-122.0353,43.4933,1818,2022-03,101.54,-3.8,0.9,5.6,-4.4,0.5,4.56
59,-122.0353,43.4933,1818,2022-04,207.79,-5.2,-0.6,4,-5.4,0.37,4.48
59,-122.0353,43.4933,1818,2022-05,174.09,-3,2.6,8.2,-1.7,0.34,5.51
59,-122.0353,43.4933,1818,2022-06,93.96,1.3,8.2,15.1,2.3,0.64,10.05
59,-122.0353,43.4933,1818,2022-07,11.89,6.6,15.2,23.9,5.2,3.24,21.78
59,-122.0353,43.4933,1818,2022-08,7.69,8.8,16.8,24.7,5.8,2.72,21.96
59,-122.0353,43.4933,1818,2022-09,17.03,4.8,12.2,19.6,2,2.71,16.85
59,-122.0353,43.4933,1818,2022-10,60.41,1.5,8.5,15.5,-1.4,2.13,13.14
59,-122.0353,43.4933,1818,2022-11,157.71,-7,-2.8,1.4,-7.1,0.49,3.1
59,-122.0353,43.4933,1818,2022-12,305,-7.9,-4.5,-1.1,-6.2,0.24,1.03
59,-122.0353,43.4933,1818,2023-01,99.34,-8.2,-4.4,-0.6,-7.1,0.26,1.97
59,-122.0353,43.4933,1818,2023-02,130.29,-10.4,-4.8,0.8,-9.2,0.39,3.55
59,-122.0353,43.4933,1818,2023-03,238.57,-9.4,-5.2,-1.1,-7.6,0.21,1.63
59,-122.0353,43.4933,1818,2023-04,187.92,-5.1,0.2,5.5,-4,0.36,5.35
59,-122.0353,43.4933,1818,2023-05,43.64,-0.7,6.5,13.8,1.4,0.51,9.85
59,-122.0353,43.4933,1818,2023-06,25.63,1.2,9.2,17.2,2,0.89,13.35
59,-122.0353,43.4933,1818,2023-07,0.73,5.9,14.9,23.9,3.6,2.24,22.22
59,-122.0353,43.4933,1818,2023-08,7.33,8,15.5,23,5.5,2.43,19.86
59,-122.0353,43.4933,1818,2023-09,53.33,3.3,9.5,15.7,2.2,1.27,12.02
59,-122.0353,43.4933,1818,2023-10,81.18,0.6,6,11.5,0.9,0.74,8.23
59,-122.0353,43.4933,1818,2023-11,131.84,-3.3,0.4,4.2,-3.3,0.47,3.43
59,-122.0353,43.4933,1818,2023-12,284.45,-3.3,-0.5,2.2,-2.1,0.22,1.69
59,-122.0353,43.4933,1818,2024-01,394.05,-4.6,-2,0.6,-3,0.12,1.36
59,-122.0353,43.4933,1818,2024-02,159.69,-5,-1.8,1.4,-3.9,0.13,2.17
59,-122.0353,43.4933,1818,2024-03,209.86,-5.8,-1.5,2.7,-4.9,0.29,3.43
59,-122.0353,43.4933,1818,2024-04,92.45,-3.7,1.9,7.5,-3.2,0.36,5.97
59,-122.0353,43.4933,1818,2024-05,92.62,-2.5,4.4,11.2,-1.4,0.21,8.87
59,-122.0353,43.4933,1818,2024-06,35.59,2.4,10.2,18,2.4,0.8,14.47
59,-122.0353,43.4933,1818,2024-07,2.19,7.6,16.6,25.6,4.2,3.24,25.37
59,-122.0353,43.4933,1818,2024-08,27.21,5.8,13.3,20.7,5.4,1.32,16.13
59,-122.0353,43.4933,1818,2024-09,17.08,5.4,12.5,19.6,3.4,1.71,16.85
59,-122.0353,43.4933,1818,2024-10,72.54,0.7,6.8,12.8,0,1.08,9.61
,,,,,,,,,,,
60,-119.3102,44.9629,824,2010-02,12.73,-0.8,4.4,9.5,-0.7,0.53,6.06
60,-119.3102,44.9629,824,2010-03,14.95,-1.4,5.8,12.9,-2.4,0.86,10.24
60,-119.3102,44.9629,824,2010-04,36.48,0.7,7.5,14.4,-0.5,0.97,11.47
60,-119.3102,44.9629,824,2010-05,62.69,3,9.8,16.7,2.1,1.09,13.34
60,-119.3102,44.9629,824,2010-06,68.25,7.6,15,22.5,7.6,1.17,18.55
60,-119.3102,44.9629,824,2010-07,6.26,9.4,19.7,30.1,5.5,3.16,36.08
60,-119.3102,44.9629,824,2010-08,3.45,9,19.3,29.7,4.3,3.2,35.26
60,-119.3102,44.9629,824,2010-09,19.86,7.3,16.1,25,5.8,1.69,23.81
60,-119.3102,44.9629,824,2010-10,45.95,3.5,11,18.4,3.3,1,14.72
60,-119.3102,44.9629,824,2010-11,34.82,-1.5,3.5,8.5,-1.1,0.65,6.05
60,-119.3102,44.9629,824,2010-12,57.64,-2.4,1.7,5.8,-2.2,0.42,3.96
60,-119.3102,44.9629,824,2011-01,22.03,-3.6,1.4,6.5,-3.1,0.53,4.53
60,-119.3102,44.9629,824,2011-02,17.59,-4.4,0.9,6.2,-4.8,0.58,5.37
60,-119.3102,44.9629,824,2011-03,26,-0.2,5.1,10.4,-0.7,0.67,6.93
60,-119.3102,44.9629,824,2011-04,19.72,-0.1,6,12.1,-1,0.79,8.97
60,-119.3102,44.9629,824,2011-05,91.49,3,9.7,16.5,2.6,0.89,12.03
60,-119.3102,44.9629,824,2011-06,40.19,6.4,14.3,22.2,6,1.16,18.5
60,-119.3102,44.9629,824,2011-07,8.88,8.6,18.6,28.6,6.3,2.04,31.05
60,-119.3102,44.9629,824,2011-08,3.38,10.1,21,31.8,4.7,3.62,40.69
60,-119.3102,44.9629,824,2011-09,0,7.9,18.4,28.9,2.3,3.97,34.94
60,-119.3102,44.9629,824,2011-10,30.42,2.9,10.4,17.9,2.9,0.98,14.11
60,-119.3102,44.9629,824,2011-11,7.91,-1.7,4.1,9.8,-2.8,0.9,7.4
60,-119.3102,44.9629,824,2011-12,14.93,-5.1,0.7,6.5,-4.8,0.54,5.21
60,-119.3102,44.9629,824,2012-01,31.78,-3.2,2.3,7.8,-4.4,0.61,6.82
60,-119.3102,44.9629,824,2012-02,7.43,-3.3,2.4,8.1,-3,0.48,6.03
60,-119.3102,44.9629,824,2012-03,22,-0.8,5.4,11.5,-1.8,0.73,8.75
60,-119.3102,44.9629,824,2012-04,52.34,2,9.4,16.8,1.7,0.76,13.5
60,-119.3102,44.9629,824,2012-05,24.33,3.4,11.7,20.1,1.5,1.56,18.2
60,-119.3102,44.9629,824,2012-06,58.81,7,15,23,6,1.4,20.28
60,-119.3102,44.9629,824,2012-07,35.69,10.6,20.8,31,8.1,2.84,35.08
60,-119.3102,44.9629,824,2012-08,0,10.2,21.5,32.7,3.3,4.34,43.6
60,-119.3102,44.9629,824,2012-09,0,6.8,17.6,28.4,0.4,3.7,33.78
60,-119.3102,44.9629,824,2012-10,25.26,1.6,9.8,18,0.4,1.17,15.02
60,-119.3102,44.9629,824,2012-11,26.54,0.6,5.8,10.9,1.4,0.46,6.98
60,-119.3102,44.9629,824,2012-12,22.2,-2.7,1.3,5.2,-2.6,0.5,3.84
60,-119.3102,44.9629,824,2013-01,21.11,-6.1,-1.3,3.4,-5.8,0.46,3.85
60,-119.3102,44.9629,824,2013-02,5.11,-3.1,2.5,8.2,-2.2,0.45,5.44
60,-119.3102,44.9629,824,2013-03,13.83,-1,5.6,12.2,-1.2,0.69,8.95
60,-119.3102,44.9629,824,2013-04,14.72,0.8,8.2,15.5,0,0.95,12.14
60,-119.3102,44.9629,824,2013-05,34.28,4.4,12.7,21,3.4,1.55,18.85
60,-119.3102,44.9629,824,2013-06,42.87,8.3,16.2,24.2,6.7,1.89,21.22
60,-119.3102,44.9629,824,2013-07,0,11.2,22.3,33.3,4.2,6.2,45.18
60,-119.3102,44.9629,824,2013-08,13.22,11.2,21.3,31.4,7.1,4.13,37.26
60,-119.3102,44.9629,824,2013-09,61.58,8.6,16.8,24.9,7,2.29,24.21
60,-119.3102,44.9629,824,2013-10,20.45,0.3,8,15.6,0.9,0.99,11.44
60,-119.3102,44.9629,824,2013-11,11.14,-1.7,3.8,9.3,-1.8,0.85,6.23
60,-119.3102,44.9629,824,2013-12,12.05,-7.1,-1.8,3.6,-6.6,0.59,3.99
60,-119.3102,44.9629,824,2014-01,15.9,-3.4,1.9,7.3,-3.7,0.65,5.44
60,-119.3102,44.9629,824,2014-02,27.46,-3.7,0.5,4.8,-3.1,0.38,3.85
60,-119.3102,44.9629,824,2014-03,44.22,-0.4,6.3,13,-1.1,0.7,9.73
60,-119.3102,44.9629,824,2014-04,32.01,1.4,8.6,15.9,0.3,1.06,12.6
60,-119.3102,44.9629,824,2014-05,20.64,4.4,13.1,21.7,3.5,1.56,19.55
60,-119.3102,44.9629,824,2014-06,27.87,7.2,15.9,24.5,5.4,1.87,23.22
60,-119.3102,44.9629,824,2014-07,9.31,12.4,22.9,33.3,6.9,5.25,43.93
60,-119.3102,44.9629,824,2014-08,37.85,11.7,21.2,30.8,7.1,4.39,36.27
60,-119.3102,44.9629,824,2014-09,5.14,7.7,17,26.3,3.3,3.22,27.56
60,-119.3102,44.9629,824,2014-10,12.41,5.4,13.2,20.9,3.3,2.15,18.25
60,-119.3102,44.9629,824,2014-11,22.93,-2.1,3.3,8.8,-1.3,0.6,6.32
60,-119.3102,44.9629,824,2014-12,32.86,-1.9,2.3,6.5,-1,0.33,4.04
60,-119.3102,44.9629,824,2015-01,6.41,-2.5,2.5,7.6,-1.6,0.48,4.91
60,-119.3102,44.9629,824,2015-02,19.24,0.3,6.1,11.8,0.1,0.8,7.92
60,-119.3102,44.9629,824,2015-03,7.32,0.5,8.2,15.8,-0.1,1.04,12.32
60,-119.3102,44.9629,824,2015-04,8.87,0.4,8.3,16.1,-0.7,1.14,13.55
60,-119.3102,44.9629,824,2015-05,46.12,5.8,13.5,21.2,4.8,1.43,17.13
60,-119.3102,44.9629,824,2015-06,11.62,11,20.5,30.1,6.7,4.1,34.99
60,-119.3102,44.9629,824,2015-07,15.89,12.5,22,31.6,6.8,5.17,38.69
60,-119.3102,44.9629,824,2015-08,2.93,10.7,21.1,31.5,4,5.49,40.14
60,-119.3102,44.9629,824,2015-09,8.66,6,15.6,25.1,2.8,2.69,25.61
60,-119.3102,44.9629,824,2015-10,12.82,5,13.2,21.3,4.2,1.65,18.21
60,-119.3102,44.9629,824,2015-11,29.23,-2.5,2.9,8.2,-1.5,0.37,5.9
60,-119.3102,44.9629,824,2015-12,49.44,-2.2,1.5,5.2,-2.4,0.54,3.93
60,-119.3102,44.9629,824,2016-01,22.7,-3,1.5,6,-2.5,0.44,4.13
60,-119.3102,44.9629,824,2016-02,15.09,-0.9,5.5,11.9,0.1,0.44,7.91
60,-119.3102,44.9629,824,2016-03,27.25,0,6.1,12.2,0.1,0.58,8.34
60,-119.3102,44.9629,824,2016-04,12.4,3.2,11.5,19.8,2.9,0.99,16.79
60,-119.3102,44.9629,824,2016-05,48.82,5.5,13.4,21.2,4.6,1.38,17.5
60,-119.3102,44.9629,824,2016-06,21.19,8,17.4,26.8,5.9,2.6,28.85
60,-119.3102,44.9629,824,2016-07,16.69,10.2,19.9,29.6,6.4,3.55,34.08
60,-119.3102,44.9629,824,2016-08,5.45,9.4,20.3,31.2,3.4,4.57,39.69
60,-119.3102,44.9629,824,2016-09,11.65,5.9,14.9,23.9,3.2,2.14,23.22
60,-119.3102,44.9629,824,2016-10,43.8,4.6,10.7,16.7,4.2,1.18,11.43
60,-119.3102,44.9629,824,2016-11,11.21,2.6,8.1,13.5,1.8,1.16,9.1
60,-119.3102,44.9629,824,2016-12,34.19,-7.7,-3.2,1.4,-6.4,0.44,2.66
60,-119.3102,44.9629,824,2017-01,19.81,-9.4,-4.8,-0.2,-7.8,0.28,2.21
60,-119.3102,44.9629,824,2017-02,26.48,-2.6,2.1,6.8,-2.5,0.55,5.16
60,-119.3102,44.9629,824,2017-03,42.94,1,6.7,12.4,1.3,0.51,7.77
60,-119.3102,44.9629,824,2017-04,45.61,1.4,7.6,13.9,1.1,0.71,9.62
60,-119.3102,44.9629,824,2017-05,18.91,4.8,13.1,21.4,4.5,1.21,18.87
60,-119.3102,44.9629,824,2017-06,22.74,8.4,16.9,25.5,6.9,1.94,24.6
60,-119.3102,44.9629,824,2017-07,0,11.5,22.6,33.6,5,5.23,45.16
60,-119.3102,44.9629,824,2017-08,6.93,11.6,22.5,33.3,5,5.43,45.17
60,-119.3102,44.9629,824,2017-09,11.87,8,16.8,25.7,3.8,3.08,27.5
60,-119.3102,44.9629,824,2017-10,28.6,1.4,9,16.6,1.3,0.68,12.64
60,-119.3102,44.9629,824,2017-11,23.95,-0.3,5.4,11,0.2,0.48,7.3
60,-119.3102,44.9629,824,2017-12,15.37,-5.5,-1,3.4,-4.2,0.29,3.17
60,-119.3102,44.9629,824,2018-01,19.44,-1,3.5,8,-0.7,0.38,5
60,-119.3102,44.9629,824,2018-02,14.04,-4.2,1.2,6.7,-3.8,0.46,5.41
60,-119.3102,44.9629,824,2018-03,43.46,-1.6,4.9,11.4,-1.6,0.5,8.41
60,-119.3102,44.9629,824,2018-04,49.04,1.5,8.6,15.8,1.2,0.6,12.34
60,-119.3102,44.9629,824,2018-05,48.57,7.1,15,22.8,7,0.93,18.89
60,-119.3102,44.9629,824,2018-06,26.44,7.8,16.1,24.4,6.2,1.57,22.66
60,-119.3102,44.9629,824,2018-07,0,11.2,21.9,32.6,4.5,4.77,43.47
60,-119.3102,44.9629,824,2018-08,15.25,10.6,20.7,30.8,4.6,4.61,38.62
60,-119.3102,44.9629,824,2018-09,1.04,5.1,14.8,24.6,1.5,2.32,25.17
60,-119.3102,44.9629,824,2018-10,41.83,2.1,9.6,17.1,1.9,0.89,12.94
60,-119.3102,44.9629,824,2018-11,18.98,-1.6,4.4,10.4,-0.9,0.52,6.74
60,-119.3102,44.9629,824,2018-12,41.31,-3.3,1.1,5.6,-2.7,0.41,4.18
60,-119.3102,44.9629,824,2019-01,32.96,-2.8,1.9,6.7,-3,0.57,4.75
60,-119.3102,44.9629,824,2019-02,93.55,-6,-1.9,2.3,-4.8,0.25,2.66
60,-119.3102,44.9629,824,2019-03,34.18,-4.3,2.1,8.4,-3.5,0.47,6.83
60,-119.3102,44.9629,824,2019-04,52.55,2.7,9.1,15.4,3,0.68,10.76
60,-119.3102,44.9629,824,2019-05,57.36,5.4,13,20.5,4.5,1.23,16.86
60,-119.3102,44.9629,824,2019-06,12.3,7.5,16.4,25.3,5.5,1.98,25.01
60,-119.3102,44.9629,824,2019-07,4.07,10,19.6,29.3,6.4,2.85,32.55
60,-119.3102,44.9629,824,2019-08,21.55,11.1,21,30.8,7.3,3.26,36.31
60,-119.3102,44.9629,824,2019-09,32.8,8,15.8,23.6,6.8,1.51,22.06
60,-119.3102,44.9629,824,2019-10,16.44,-1,6.7,14.3,-2.4,0.96,12.09
60,-119.3102,44.9629,824,2019-11,7.68,-2.1,4.4,10.8,-2.2,0.71,8.11
60,-119.3102,44.9629,824,2019-12,18.18,-2.7,1.8,6.2,-2.3,0.5,4.22
60,-119.3102,44.9629,824,2020-01,42.07,-1.4,3,7.5,-1.9,0.64,5.24
60,-119.3102,44.9629,824,2020-02,40.08,-3,3.4,9.8,-3.1,0.61,7.57
60,-119.3102,44.9629,824,2020-03,32.11,-1.7,4.7,11.1,-2.4,0.69,8.81
60,-119.3102,44.9629,824,2020-04,18.92,0.7,8.7,16.8,-0.5,1,14.46
60,-119.3102,44.9629,824,2020-05,86.74,4.9,12.9,20.9,4.4,1,18.13
60,-119.3102,44.9629,824,2020-06,42.48,8.5,16.4,24.3,6.8,1.75,22.99
60,-119.3102,44.9629,824,2020-07,1.15,9.4,20.1,30.8,5.5,3.17,37.85
60,-119.3102,44.9629,824,2020-08,2.26,10.6,21.2,31.7,4.8,4.65,40.08
60,-119.3102,44.9629,824,2020-09,7.45,8.1,17.8,27.6,2.3,3.72,32.04
60,-119.3102,44.9629,824,2020-10,12.35,2.6,11.4,20.1,0.7,1.82,19.44
60,-119.3102,44.9629,824,2020-11,57.93,-1.6,4.5,10.5,-1.4,0.61,7.98
60,-119.3102,44.9629,824,2020-12,25.35,-3.4,1.7,6.7,-3.2,0.45,4.87
60,-119.3102,44.9629,824,2021-01,28.26,-2.3,2.4,7.2,-2.8,0.66,5.3
60,-119.3102,44.9629,824,2021-02,57.4,-3.9,0.8,5.6,-4.5,0.68,5
60,-119.3102,44.9629,824,2021-03,14.43,-1.8,5.1,12.1,-3.2,0.87,9.87
60,-119.3102,44.9629,824,2021-04,9.02,-0.6,8.4,17.5,-3.5,1.56,16.15
60,-119.3102,44.9629,824,2021-05,25.22,4.4,12.5,20.7,1.2,1.76,19.42
60,-119.3102,44.9629,824,2021-06,7.72,10.9,20.2,29.6,5.6,4.91,36.19
60,-119.3102,44.9629,824,2021-07,3.66,13.5,24,34.5,3.7,7.81,48.54
60,-119.3102,44.9629,824,2021-08,2.4,11.1,21,30.9,5.3,4.89,38.43
60,-119.3102,44.9629,824,2021-09,24.84,6.5,16.3,26.1,2.4,2.61,28.37
60,-119.3102,44.9629,824,2021-10,25.71,2.7,10.3,17.8,0.6,1.4,14.91
60,-119.3102,44.9629,824,2021-11,30.3,0.3,6.1,11.8,0.4,0.69,7.63
60,-119.3102,44.9629,824,2021-12,51.39,-3.3,1.4,6.1,-3.4,0.53,4.98
60,-119.3102,44.9629,824,2022-01,44.93,-4.5,0.9,6.3,-5.2,0.74,5.04
60,-119.3102,44.9629,824,2022-02,15.49,-5.1,1.8,8.8,-5.7,0.65,7.91
60,-119.3102,44.9629,824,2022-03,31.82,-0.1,6.3,12.7,-0.4,0.72,9.29
60,-119.3102,44.9629,824,2022-04,43.91,-1.1,5.5,12.1,-2.4,0.71,10.02
60,-119.3102,44.9629,824,2022-05,70.01,3.1,9.9,16.7,2.8,0.75,12.53
60,-119.3102,44.9629,824,2022-06,77.76,7.9,15.8,23.6,7,1.34,20.81
60,-119.3102,44.9629,824,2022-07,15.56,11.9,22.4,32.8,6.2,4.78,42.57
60,-119.3102,44.9629,824,2022-08,3.2,12.8,23.4,34,5.9,5.61,46.02
60,-119.3102,44.9629,824,2022-09,9.44,8.1,18.1,28.2,2.7,3.8,33.1
60,-119.3102,44.9629,824,2022-10,30.77,4.2,13,21.8,0.8,2.13,21.74
60,-119.3102,44.9629,824,2022-11,45.4,-4.5,0.9,6.3,-4.5,0.45,5.27
60,-119.3102,44.9629,824,2022-12,45.3,-5.6,-0.9,3.7,-5.5,0.42,3.82
60,-119.3102,44.9629,824,2023-01,13.07,-3.9,1.4,6.6,-3.8,0.67,5.07
60,-119.3102,44.9629,824,2023-02,15.3,-5.1,1.1,7.3,-6.3,0.83,6.56
60,-119.3102,44.9629,824,2023-03,63.24,-3.7,2.2,8.1,-4.1,0.57,6.55
60,-119.3102,44.9629,824,2023-04,48.46,0.4,7.2,14,-0.6,0.88,11.31
60,-119.3102,44.9629,824,2023-05,58.16,6.8,14.8,22.8,5.8,1.45,19.89
60,-119.3102,44.9629,824,2023-06,21.75,8.2,16.9,25.6,5.3,2.43,25.25
60,-119.3102,44.9629,824,2023-07,0,11.9,22.3,32.7,4.1,6.08,42.89
60,-119.3102,44.9629,824,2023-08,23.83,12.3,21.4,30.5,7.4,4.48,35.82
60,-119.3102,44.9629,824,2023-09,22.73,7.9,16.1,24.4,4.2,2.25,24.81
60,-119.3102,44.9629,824,2023-10,38.49,3.7,10.8,17.9,2.8,1.27,14.52
60,-119.3102,44.9629,824,2023-11,33.58,-0.9,4.6,10.1,-1.1,0.56,6.89
60,-119.3102,44.9629,824,2023-12,51.92,-1.1,3.2,7.5,-1.2,0.64,4.71
60,-119.3102,44.9629,824,2024-01,71.84,-3.6,0.5,4.6,-2.5,0.32,3.43
60,-119.3102,44.9629,824,2024-02,34.61,-1.1,3.7,8.4,-0.8,0.56,5.51
60,-119.3102,44.9629,824,2024-03,26.93,-0.8,5.6,12,-1.7,0.71,9.53
60,-119.3102,44.9629,824,2024-04,19.64,0.7,7.8,14.9,0.3,0.82,11.3
60,-119.3102,44.9629,824,2024-05,52.25,3.4,10.8,18.2,2.2,1.25,15.13
60,-119.3102,44.9629,824,2024-06,10.4,7.9,17.5,27,4.1,2.74,29.33
60,-119.3102,44.9629,824,2024-07,2.93,12.4,23.2,34,4.1,6.78,45.89
60,-119.3102,44.9629,824,2024-08,14.53,11.2,20.7,30.2,5.7,4.7,35.61
60,-119.3102,44.9629,824,2024-09,14.47,9.1,18.2,27.3,4.5,3.75,29.81
60,-119.3102,44.9629,824,2024-10,13.91,3,11.4,19.9,0.7,1.86,17.82
,,,,,,,,,,,
64,-122.3116,43.3582,1497,2010-02,103.78,-3.5,0.6,4.6,-3.5,0.3,3.6
64,-122.3116,43.3582,1497,2010-03,187.79,-4.3,1.2,6.8,-4,0.31,5.42
64,-122.3116,43.3582,1497,2010-04,166.49,-4.1,1.8,7.6,-3.3,0.16,5.63
64,-122.3116,43.3582,1497,2010-05,140.1,-1.6,4.2,10.1,-0.7,0.27,6.53
64,-122.3116,43.3582,1497,2010-06,155.92,2.1,9.2,16.3,3.4,0.34,10.66
64,-122.3116,43.3582,1497,2010-07,8.88,6.3,15.7,25.1,4.4,2.12,23.49
64,-122.3116,43.3582,1497,2010-08,30.95,5.9,14.8,23.7,3.9,2.28,22.73
64,-122.3116,43.3582,1497,2010-09,95.25,5,11.8,18.6,5.5,1.2,12.98
64,-122.3116,43.3582,1497,2010-10,196.54,1.6,7.7,13.9,1.8,1.12,9.97
64,-122.3116,43.3582,1497,2010-11,258.12,-3.4,0.4,4.3,-1.6,0.25,3.18
64,-122.3116,43.3582,1497,2010-12,427.09,-4,-1.1,1.8,-2.7,0.2,1.75
64,-122.3116,43.3582,1497,2011-01,197.84,-4.2,0.1,4.5,-3.6,0.44,3.92
64,-122.3116,43.3582,1497,2011-02,165.79,-6.5,-2,2.6,-6.3,0.31,3.79
64,-122.3116,43.3582,1497,2011-03,334.41,-3.8,-0.3,3.1,-2.6,0.13,2.64
64,-122.3116,43.3582,1497,2011-04,251.87,-4.4,0.7,5.8,-3,0.16,4.69
64,-122.3116,43.3582,1497,2011-05,133.02,-1.7,4.3,10.2,-0.8,0.28,7.09
64,-122.3116,43.3582,1497,2011-06,69.45,1.4,8.9,16.3,2.4,0.47,11.48
64,-122.3116,43.3582,1497,2011-07,44,4.4,12.9,21.4,5.4,0.77,15.81
64,-122.3116,43.3582,1497,2011-08,2.6,7,15.8,24.6,6.3,1.55,22.48
64,-122.3116,43.3582,1497,2011-09,5.5,6.3,14.8,23.3,3.4,3.62,22.15
64,-122.3116,43.3582,1497,2011-10,101.19,1.5,7.3,13.1,1.6,0.59,8.32
64,-122.3116,43.3582,1497,2011-11,226.97,-3,0.6,4.3,-3.3,0.42,3.62
64,-122.3116,43.3582,1497,2011-12,182.99,-5,0.1,5.3,-7.1,0.85,5.23
64,-122.3116,43.3582,1497,2012-01,406.34,-4.6,-0.4,3.7,-5.1,0.52,3.55
64,-122.3116,43.3582,1497,2012-02,198.79,-5.4,-1,3.4,-5.4,0.47,3.69
64,-122.3116,43.3582,1497,2012-03,398.73,-5.3,-0.8,3.8,-4.2,0.28,3.61
64,-122.3116,43.3582,1497,2012-04,164.34,-1.6,4.1,9.8,-1,0.38,7.43
64,-122.3116,43.3582,1497,2012-05,104.15,-0.3,7,14.3,-0.7,0.91,11.23
64,-122.3116,43.3582,1497,2012-06,130.65,1.7,8.9,16.1,3,0.46,10.63
64,-122.3116,43.3582,1497,2012-07,10.54,6.3,14.8,23.3,6.7,1.06,18.77
64,-122.3116,43.3582,1497,2012-08,3.37,7.3,16.8,26.3,5.1,2.5,27.3
